Time (m),Photodiode voltage (V), Photodiode stdev (V), Temp. Setpoint (C), Temp. (C), Thermometer voltage (V), Thermometer stdev (V), Output, Output stdev (V),  Temp. Loop Index
1.0,1.9791798181831837,0.0026315123205770652,30.0,29.257443769897804,0.4911170560175864,0.03321138888998361,84.08687834461126,20.88329112522517,0
2.0,1.9507734354585409,0.0006035530935065895,30.0,30.505913604987928,0.694357660275757,0.05771811303894664,-38.811923263402264,31.31342743059494,0
3.0,1.9553376745432616,0.0008514375942839041,30.0,30.716289306580354,0.728605091419974,0.028679926172840743,-67.49650238444517,9.401719929624292,0
4.0,1.9688502244651318,0.0007967299209207064,30.0,29.948577237739126,0.6036278910246452,0.03622341123295114,-13.11164089491155,20.994863272063824,0
5.0,1.977077865973115,0.0011783794444373866,30.0,29.369237409981533,0.5093161396672102,0.014343953320420547,57.56885133186708,12.844168449244597,0
6.0,1.957619794085622,0.001981840655207634,30.0,29.85414416997502,0.5882549655322608,0.05037408406067232,12.662345927360366,29.378192978617356,0
7.0,1.9517343278974295,0.0014722854811735102,30.0,30.492001746395562,0.6920929243028108,0.0073332531266652665,-42.29790399737469,3.4449524324039293,0
8.0,1.9575597383081913,0.0011073738198761967,30.0,30.15729904133238,0.637606081199409,0.024213564135171988,-21.655564227308027,11.137848071916244,0
9.0,1.9628446467220784,0.0005235541295909402,30.0,29.757670443200702,0.5725498375639632,0.010336208868783328,13.911884393487325,7.185070121916912,0
10.0,1.9594815231859684,0.001672960372681267,30.0,29.84805692280876,0.587264011840336,0.015750079777055153,8.733770147207524,7.8196580735381325,0
11.0,1.9576798498630523,0.0009608924388885497,30.0,30.08280495883878,0.6254790582517022,0.0031884689009179096,-6.060848527999169,2.142755567620754,0
12.0,1.965847435593605,0.000700364698409964,30.0,29.922522493835114,0.5993863933560523,0.01875440257112434,18.779995646884245,16.605787974845814,0
13.0,1.9598418578505516,0.000700364698409964,30.0,29.733612312491786,0.5686333720754323,0.014830320934495161,37.455781959888235,13.171098263453318,0
14.0,1.9497524872422218,0.0009683703138388376,30.0,30.269999491403436,0.6559527860446692,0.022368864184132153,-20.331885958839433,12.000185972779358,0
15.0,1.9520346067845822,0.0026011848168913934,30.0,30.275351854453323,0.6568241066564242,0.01653664980915022,-24.257216669325835,7.0125887744075195,0
16.0,1.957199403643608,0.0008577680724813203,30.0,29.897173369063132,0.5952597646692634,0.015076195861713692,5.837658241478715,9.091695547548628,0
17.0,1.956839068979025,0.0007967299209207064,30.0,29.82298214705326,0.583182044913343,0.008760795894363693,13.124830260009578,4.762252810039479,0
18.0,1.956959180533886,0.0013694824312303748,30.0,30.042883487465772,0.618980171585258,0.007462135655068471,-2.966420675951794,3.4507404862433653,0
19.0,1.9607426945120097,0.0013442302249970896,30.0,29.98196172976579,0.6090626113051407,0.015382180268763009,12.191104014824445,14.692394549661541,0
20.0,1.95966169051826,0.0007231673239326792,30.0,29.721844384881585,0.5667176504046797,0.007760049911788077,41.187587783383584,7.623608626853029,0
21.0,1.9486714832484722,0.0008826360648657805,30.0,30.187768931035727,0.6425663282321624,0.02776945148507027,-12.21722251054874,15.863073069102684,0
22.0,1.9499927103519439,0.0008577680724813203,30.0,30.309297637170218,0.6623502004373764,0.013414398416784403,-25.067922751206293,5.270766666530334,0
23.0,1.956058343872428,0.0010488290627407755,30.0,29.946825480335377,0.6033427193502924,0.01657982481442151,2.5813017362242117,9.335463926691416,0
24.0,1.955938232317567,0.0008927933159559831,30.0,29.80798684804748,0.5807409337664757,0.005978273993463702,15.628311263999768,3.8872093712673803,0
25.0,1.9541365589946509,0.0011722420097665075,30.0,30.023694189357368,0.6158563119346473,0.0095286005273758,-1.2309059286434403,4.085820654050994,0
26.0,1.9602021925151347,0.0010810039937496185,30.0,29.959650726433104,0.6054305637606249,0.01863243451062401,17.652175912247127,16.545112987386585,0
27.0,1.9575597383081913,0.001495376798578621,30.0,29.746870447530654,0.5707916872392437,0.012547171371752036,38.14244644642269,11.847111034646305,0
28.0,1.9483712043613195,0.0013171260265213837,30.0,30.25818360993679,0.6540292578811306,0.022443519856600102,-18.256299496513506,11.64180412101087,0
29.0,1.9505332123488188,0.000892793315955983,30.0,30.26075525484946,0.6544479004877028,0.01604057389814325,-21.02245461055785,6.754503092267325,0
30.0,1.9548572283238173,0.0013760507299742212,30.0,29.89385375936433,0.5947193595572433,0.014384376819151098,8.392365692426953,8.349316952345802,0
31.0,1.9552175629884005,0.0015533447439199561,30.0,29.845132897401268,0.5867880045921174,0.009929353520509672,12.3167254639609,5.7238032900359,0
32.0,1.9530555550009012,0.0012668780127698628,30.0,30.05973962900052,0.6217242125662213,0.005686963713995149,-3.43451868714788,2.7345759607111524,0
33.0,1.9582203518599273,0.0010893131397888096,30.0,30.001348623847427,0.6122186379523977,0.009112337919992284,7.246981849445825,8.570284983061745,0
34.0,1.9627845909446477,0.0010759877068509045,30.0,29.732709419861745,0.5684863885932913,0.009173622421535875,42.609660287795556,6.015156375271972,0
35.0,1.9514941047877072,0.0009088088227113372,30.0,30.049814592082214,0.6201084983183749,0.031730022169958565,2.827305992149823,20.109453444336182,0
36.0,1.9490318179130555,0.0007500964196918937,30.0,30.35248352481693,0.6693805071809188,0.00811313018703962,-26.293218017261324,3.495143714301721,0
37.0,1.9547371167689562,0.001141059771180153,30.0,30.02419505679108,0.6159378490267096,0.01847760783525342,-2.3875463936521815,9.432552406600566,0
38.0,1.95629856698215,0.0007330741872519426,30.0,29.80816130785704,0.5807693343862722,0.003171763832592348,16.485976569330695,2.655201506021956,0
